dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,totalWeight,scaledWeight,process,generator,keywords,description,job_path,,,,,,,,,,,,,,,,,,,scaledWeights = crossSection_pb*
387154,MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_500_1,e3969,0.51848,1.00E+00,1,20000,20793.73521,5.39E-01,"pp>stop stop, stop>t neutralino",MadGraph5_aMC@NLO(v2.2.2.p5)+Pythia8(v8.186)+EvtGen(v1.2.0),"['simplifiedmodel', 'stop', 'susy']","SUSY Stop (500 GeV), decaying to t neutralino1 (1 GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID387xxx/MC15.387154.MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_500_1.py,,,,,,,,,,,,,,,,,,,
387157,MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_500_200,e3969,0.51848,1.00E+00,1,50000,51998.4134,5.39E-01,"pp>stop stop, stop>t neutralino",MadGraph5_aMC@NLO(v2.2.2.p5)+Pythia8(v8.186)+EvtGen(v1.2.0),"['simplifiedmodel', 'stop', 'susy']","SUSY Stop (500 GeV), decaying to t neutralino1 (1200GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID387xxx/MC15.387157.MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_500_200.py,,,,,,,,,,,,,,,,,,,
387163,MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_600_1,e3969,0.174599,1.00E+00,1,69000,71506.91885,1.81E-01,"pp>stop stop, stop>t neutralino",MadGraph5_aMC@NLO(v2.2.2.p5)+Pythia8(v8.186)+EvtGen(v1.2.0),"['simplifiedmodel', 'stop', 'susy']","SUSY Stop (600 GeV), decaying to t neutralino1 (1 GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID387xxx/MC15.387163.MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_600_1.py,,,,,,,,,,,,,,,,,,,
388240,MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_450_1,e5135,0.948333,1.00E+00,1,50000,52247.30119,9.91E-01,"pp>stop stop, stop>t neutralino",MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0),"['simplifiedmodel', 'stop', 'susy']","SUSY Stop (450 GeV), decaying to t neutralino1 (1 GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID388xxx/MC15.388240.MadGraphPythia8EvtGen_A14NNPDF23LO_TT_directTT_450_1.py,,,,,,,,,,,,,,,,,,,
392217,MGPy8EG_A14N23LO_C1N2_WZ_400p0_0p0_3L_2L7,e6777,0.003959061,0.7758,1,10000,10327.81542,3.17E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (400 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392217.MGPy8EG_A14N23LO_C1N2_WZ_400p0_0p0_3L_2L7.py,,,,,,,,,,,,,,,,,,,
392220,MGPy8EG_A14N23LO_C1N2_WZ_350p0_0p0_3L_2L7,e6777,0.006852006,0.76826,1,10000,10346.07056,5.45E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (350 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392220.MGPy8EG_A14N23LO_C1N2_WZ_350p0_0p0_3L_2L7.py,,,,,,,,,,,,,,,,,,,
392223,MGPy8EG_A14N23LO_C1N2_WZ_500p0_0p0_3L_2L7,e6777,0.001516495,0.77957,1,15000,15476.34306,1.22E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (500 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392223.MGPy8EG_A14N23LO_C1N2_WZ_500p0_0p0_3L_2L7.py,,,,,,,,,,,,,,,,,,,
392226,MGPy8EG_A14N23LO_C1N2_WZ_100p0_0p0_3L_2L7,e6777,0.741674992,6.72E-01,1,25000,26928.77711,5.37E-01,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (100 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392226.MGPy8EG_A14N23LO_C1N2_WZ_100p0_0p0_3L_2L7.py,,,,,,,,,,,,,,,,,,,
392302,MGPy8EG_A14N23LO_C1N2_WZ_500p0_100p0_2L2J_2L7,e6776,0.003163984,0.65965,1,5000,5123.941935,2.14E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (500 GeV), decaying to W/Z neutralino1 (100 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392302.MGPy8EG_A14N23LO_C1N2_WZ_500p0_100p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392304,MGPy8EG_A14N23LO_C1N2_WZ_300p0_100p0_2L2J_2L7,e6776,0.026411477,0.63263,1,10000,10419.64421,1.74E-02,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (300 GeV), decaying to W/Z neutralino1 (100 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392304.MGPy8EG_A14N23LO_C1N2_WZ_300p0_100p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392308,MGPy8EG_A14N23LO_C1N2_WZ_300p0_200p0_2L2J_2L7,e6776,0.026411477,0.62326,1,10000,10414.14195,1.71E-02,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (300 GeV), decaying to W/Z neutralino1 (200 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392308.MGPy8EG_A14N23LO_C1N2_WZ_300p0_200p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392317,MGPy8EG_A14N23LO_C1N2_WZ_400p0_0p0_2L2J_2L7,e6776,0.008260105,0.65125,1,10000,10324.02266,5.55E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (400 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392317.MGPy8EG_A14N23LO_C1N2_WZ_400p0_0p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392323,MGPy8EG_A14N23LO_C1N2_WZ_500p0_0p0_2L2J_2L7,e6776,0.003163984,0.66771,1,5000,5135.230823,2.17E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (500 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392323.MGPy8EG_A14N23LO_C1N2_WZ_500p0_0p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392324,MGPy8EG_A14N23LO_C1N2_WZ_400p0_300p0_2L2J_2L7,e6776,0.008260105,0.64143,1,10000,10318.54267,5.47E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (400 GeV), decaying to W/Z neutralino1 (300 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392324.MGPy8EG_A14N23LO_C1N2_WZ_400p0_300p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392326,MGPy8EG_A14N23LO_C1N2_WZ_100p0_0p0_2L2J_2L7,e6776,1.547415686,0.52301,1,20000,21807.07561,8.82E-01,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (100 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392326.MGPy8EG_A14N23LO_C1N2_WZ_100p0_0p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392330,MGPy8EG_A14N23LO_C1N2_WZ_200p0_100p0_2L2J_2L7,e5770,0.123368827,5.96E-01,1,20000,21100.65839,7.76E-02,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph5_aMC@NLO(2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (200 GeV), decaying to W/Z neutralino1 (100 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392330.MGPy8EG_A14N23LO_C1N2_WZ_200p0_100p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392332,MGPy8EG_A14N23LO_C1N2_WZ_500p0_300p0_2L2J_2L7,e6776,0.003163984,0.6571,1,5000,5136.047438,2.14E-03,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (500 GeV), decaying to W/Z neutralino1 (300 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392332.MGPy8EG_A14N23LO_C1N2_WZ_500p0_300p0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392354,MGPy8EG_A14N23LO_C1N2_WZ_600_100_2L2J_2L7,e6776,0.001374525,0.67166,1,5000,5130.171779,9.47E-04,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (600 GeV), decaying to W/Z neutralino1 (100 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392354.MGPy8EG_A14N23LO_C1N2_WZ_600_100_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392356,MGPy8EG_A14N23LO_C1N2_WZ_600_0_2L2J_2L7,e6776,0.001374525,0.6728,1,5000,5115.968029,9.46E-04,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (600 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392356.MGPy8EG_A14N23LO_C1N2_WZ_600_0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392361,MGPy8EG_A14N23LO_C1N2_WZ_700_400_2L2J_2L7,e6776,0.000649155,0.66557,1,4000,4069.404151,4.40E-04,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (700 GeV), decaying to W/Z neutralino1 (400 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392361.MGPy8EG_A14N23LO_C1N2_WZ_700_400_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392364,MGPy8EG_A14N23LO_C1N2_WZ_700_100_2L2J_2L7,e6776,0.000649155,0.66825,1,5000,5093.625935,4.42E-04,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (700 GeV), decaying to W/Z neutralino1 (100 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392364.MGPy8EG_A14N23LO_C1N2_WZ_700_100_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392365,MGPy8EG_A14N23LO_C1N2_WZ_700_0_2L2J_2L7,e6776,0.000649155,0.67489,1,5000,5100.515248,4.47E-04,pp>chargino neutralino2>WZ neutralino1 neutralino1,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","SUSY chargino neutralino2 (700 GeV), decaying to W/Z neutralino1 (0 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392365.MGPy8EG_A14N23LO_C1N2_WZ_700_0_2L2J_2L7.py,,,,,,,,,,,,,,,,,,,
392501,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_200p0_100p0_2L8,e4319,0.93842,4.67E-01,1,25000,26095.28925,4.57E-01,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (200 GeV), decaying to slepton/sneutrino (100 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392501.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_200p0_100p0_2L8.py,,,,,,,,,,,,,,,,,,,
392502,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_200p0_150p0_2L8,e4319,0.93826,4.04E-01,1,14000,14610.1962,3.96E-01,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (200 GeV), decaying to slepton/sneutrino (150 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392502.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_200p0_150p0_2L8.py,,,,,,,,,,,,,,,,,,,
392504,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_300p0_100p0_2L8,e4319,0.18834,5.31E-01,1,24000,24769.4974,1.03E-01,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (300 GeV), decaying to slepton/sneutrino (100 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392504.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_300p0_100p0_2L8.py,,,,,,,,,,,,,,,,,,,
392506,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_300p0_250p0_2L8,e4319,0.18832,4.28E-01,1,14000,14461.58191,8.33E-02,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (300 GeV), decaying to slepton/sneutrino (250 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392506.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_300p0_250p0_2L8.py,,,,,,,,,,,,,,,,,,,
392507,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_400p0_100p0_2L8,e4319,0.05594,5.57E-01,1,25000,25655.25046,3.20E-02,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (400 GeV), decaying to slepton/sneutrino (100 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392507.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_400p0_100p0_2L8.py,,,,,,,,,,,,,,,,,,,
392509,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_400p0_300p0_2L8,e4319,0.05598,5.11E-01,1,25000,25632.58107,2.93E-02,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (400 GeV), decaying to slepton/sneutrino (300 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392509.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_400p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
392513,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_500p0_300p0_2L8,e4319,0.02055,5.57E-01,1,25000,25567.30583,1.17E-02,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (500 GeV), decaying to slepton/sneutrino (300 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392513.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_500p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
392517,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_600p0_300p0_2L8,e4319,0.0086272,5.66E-01,1,25000,25472.80268,4.98E-03,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (600 GeV), decaying to slepton/sneutrino (300 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392517.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_600p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
392518,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_700p0_1p0_2L8,e4319,0.003966,5.85E-01,1,25000,25410.70971,2.36E-03,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (700 GeV), decaying to slepton/sneutrino (1 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392518.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_700p0_1p0_2L8.py,,,,,,,,,,,,,,,,,,,
392521,MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_700p0_300p0_2L8,e4319,0.0039656,5.76E-01,1,25000,25397.78809,2.32E-03,pp>chargino chargino>slepton/sneutrino>l/v neutralino1,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['chargino', 'gaugino', 'slepton', 'sneutrino', 'susy']","SUSY chargino (700 GeV), decaying to slepton/sneutrino (300 GeV), decaying to neutralino1 (0.5 GeV), lepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392521.MGPy8EG_A14N23LO_C1C1_SlepSnu_x0p50_700p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
392916,MGPy8EG_A14N23LO_SlepSlep_direct_100p5_1p0_2L8,e5185,1.46,5.53E-01,1,10000,12744.84917,1.03E+00,pp>slepton slepton,MadGraph5_aMC@NLO(2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (100.5 GeV) decaying to neutralino (1 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392916.MGPy8EG_A14N23LO_SlepSlep_direct_100p5_1p0_2L8.py,,,,,,,,,,,,,,,,,,,
392918,MGPy8EG_A14N23LO_SlepSlep_direct_200p5_1p0_2L8,e5185,0.10125,6.39E-01,1,8000,9384.143289,7.59E-02,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (200.5 GeV) decaying to neutralino (1 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392918.MGPy8EG_A14N23LO_SlepSlep_direct_200p5_1p0_2L8.py,,,,,,,,,,,,,,,,,,,
392920,MGPy8EG_A14N23LO_SlepSlep_direct_300p5_1p0_2L8,e5185,0.018705,6.65E-01,1,10000,11199.55835,1.39E-02,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (300.5 GeV) decaying to neutralino (1 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392920.MGPy8EG_A14N23LO_SlepSlep_direct_300p5_1p0_2L8.py,,,,,,,,,,,,,,,,,,,
392924,MGPy8EG_A14N23LO_SlepSlep_direct_500p5_1p0_2L8,e5185,0.0017865,6.85E-01,1,9000,9692.918368,1.32E-03,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (500.5 GeV) decaying to neutralino (1 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392924.MGPy8EG_A14N23LO_SlepSlep_direct_500p5_1p0_2L8.py,,,,,,,,,,,,,,,,,,,
392925,MGPy8EG_A14N23LO_SlepSlep_direct_100p0_50p0_2L8,e5185,1.4885,5.49E-01,1,10000,12817.7131,1.05E+00,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (100 GeV) decaying to neutralino (50 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392925.MGPy8EG_A14N23LO_SlepSlep_direct_100p0_50p0_2L8.py,,,,,,,,,,,,,,,,,,,
392936,MGPy8EG_A14N23LO_SlepSlep_direct_200p0_100p0_2L8,e5185,0.1023,6.32E-01,1,10000,11683.01009,7.55E-02,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (200 GeV) decaying to neutralino (100 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392936.MGPy8EG_A14N23LO_SlepSlep_direct_200p0_100p0_2L8.py,,,,,,,,,,,,,,,,,,,
392942,MGPy8EG_A14N23LO_SlepSlep_direct_500p0_100p0_2L8,e5185,0.0017945,6.85E-01,1,10000,10774.65922,1.32E-03,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (500 GeV) decaying to neutralino (100 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392942.MGPy8EG_A14N23LO_SlepSlep_direct_500p0_100p0_2L8.py,,,,,,,,,,,,,,,,,,,
392951,MGPy8EG_A14N23LO_SlepSlep_direct_300p0_200p0_2L8,e5185,0.018885,6.58E-01,1,10000,11237.88684,1.40E-02,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (300 GeV) decaying to neutralino (200 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392951.MGPy8EG_A14N23LO_SlepSlep_direct_300p0_200p0_2L8.py,,,,,,,,,,,,,,,,,,,
392962,MGPy8EG_A14N23LO_SlepSlep_direct_400p0_300p0_2L8,e5185,0.00521,6.60E-01,1,10000,10944.92453,3.76E-03,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (400 GeV) decaying to neutralino (300 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392962.MGPy8EG_A14N23LO_SlepSlep_direct_400p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
