totalWeight,sum_lep_charge,lead_lep_pt,sublead_lep_pt,mll,ETmiss,dRll,dphi_pTll_ETmiss,fractional_pT_difference,ETmiss_over_HT,N_bjets
0.1773390804044749,0,122.1505078125,39.4463828125,91.84814710881219,111.422,1.3605692632141346,3.1245924751274288,0.013966713271007474,0.5811084,1
0.2992808119473126,0,56.297875,47.07262890625,91.6484027194216,98.00515625,1.6646771147251733,3.123502403497696,0.02182999758639074,0.948096,0
0.293415800514714,0,48.03336328125,42.08464453125,70.35055416009092,99.9903125,1.7080944702395249,3.1314031819449824,0.1297313481458694,0.5557523,0
0.2656253794514659,0,59.19112890625,43.03897265625,89.73695192611946,89.7483359375,1.750998909464177,2.383715867996216,0.04998701958321823,0.8779052,0
0.3015087057549197,0,71.773,39.7303203125,89.04227929370404,80.500125,1.830489606785915,3.081476926803589,0.027019489145648824,0.72195274,0
0.2982754712363474,0,94.46384375,44.76133203125,103.70565569169415,93.497046875,1.8455221233590906,2.5091638565063477,0.2195172012197474,0.5614465,0
0.21795716009479105,0,56.26868359375,51.63513671875,90.03364932376053,82.40625,1.9713840741861752,2.3862026929855347,0.18928183858079994,0.6219056,0
0.12815159635749357,0,80.9567890625,28.957640625,87.49589787448141,82.80934375,1.6260912610439713,3.109126329421997,0.00820300386810062,0.60884976,0
-0.31929966003075116,0,103.60671875,35.36387890625,101.81828277794162,104.5874453125,1.9820430868895376,3.0265066623687744,0.08723182249662063,0.5706961,1
0.30959785978811794,0,92.4709765625,67.148046875,90.52346304665532,139.273734375,1.1064718445036792,3.101931095123291,0.08638514464066385,0.73162085,0
0.12772649403703895,0,50.71112109375,43.21428125,90.29734372295046,80.4225078125,1.8174994688400996,2.902909994125366,0.029811645631817922,0.85623807,0
0.29510825137309327,0,69.1060703125,50.38306640625,87.37616752428889,123.61934375,1.667121017244087,2.0671243965625763,0.02925638633613867,0.57458854,0
0.2998318586750449,0,248.3984375,46.5979140625,81.72000812341581,200.584484375,0.7791188038970136,3.0591158866882324,0.03624613433311872,0.5086342,1
0.41503761883316287,0,51.4836328125,41.82041015625,86.4368722427529,81.293359375,1.7901390808554976,3.0684962272644043,0.012882568269877081,0.8712737,0
0.17580162667415108,0,66.2954921875,57.68203515625,92.45020125901543,94.0828359375,1.6804935681519115,2.64078659216036,0.20241637499168777,0.5332751,1
0.2946820423805251,0,59.74358984375,56.79071484375,89.01039088905802,83.1799375,1.6575979793737552,3.1055142879486084,0.020040557645902457,0.59498596,0
0.13753565209959553,0,83.011609375,33.62415234375,91.8019487446845,82.92884375,1.9302546792109774,2.6978683471679688,0.25080953023633257,0.6004436,0
0.3070394532512688,0,86.2249453125,47.61541796875,89.27521241609742,83.5495078125,1.533963661912969,3.026939630508423,0.033996001055658115,0.541368,0
0.11943151084155802,0,43.842765625,34.273796875,90.29957151116044,98.7003203125,1.987154063285573,2.881802797317505,0.25080385165190566,0.57592,0
0.17453380242397346,0,107.268578125,27.976150390625,92.53688308721956,128.239296875,1.9922657076621493,2.206345796585083,0.2873222248562637,0.9482018,0
0.1731286686352645,0,74.583609375,45.335828125,89.92823880253678,84.2038203125,1.7477203115220683,2.506826877593994,0.20620546427527744,0.56347275,0
0.22444059723694015,0,87.1980859375,64.08907421875,90.8706387391388,111.1594140625,1.259265638114588,3.1099777221679688,0.13447666604105704,0.594852,1
0.2932555724967886,0,61.21622265625,52.91125390625,90.89111036218945,94.416984375,1.7808929446133337,2.9631268978118896,0.25959335662544303,0.5730973,0
0.2784107062057948,0,51.9619375,45.57566796875,92.3064881932071,86.1167109375,1.7360602778142724,3.030491828918457,0.06604693320230093,0.88290775,0
0.2866500014610511,0,90.48578125,49.7245,92.94834224779288,126.7063046875,1.5126485213192333,2.856794834136963,0.009593009639143772,0.7810448,0
0.33020516637863273,0,56.219640625,31.47780859375,88.88066485844213,81.8369921875,1.8414294897411152,3.056044816970825,0.06680019107878585,0.9331741,0
0.12079103933089143,0,92.55878125,49.90080078125,92.76588771584227,89.9896171875,1.4913272283584433,3.068190336227417,0.11095754206432835,0.51416236,1
0.293078398106074,0,70.7718203125,58.3263984375,92.09358143689506,88.4687890625,1.5973173483645482,2.678635358810425,0.050672147315060846,0.5327986,0
0.21545273543381338,0,51.5285,48.95253125,97.09298089231963,82.780953125,1.8739820720260523,2.1228384971618652,0.05703391715725342,0.54478836,0
-0.29674619515131184,0,88.2773359375,49.6118046875,92.89137164998459,107.790765625,1.4303242351645016,2.9258224964141846,0.1602953973217335,0.6420344,1
0.13137077633425814,0,54.35344921875,50.283203125,86.84476826767396,81.2383671875,1.90709437498768,3.0923843383789062,0.2927907553090096,0.77638537,0
0.13337886587123776,0,110.5570078125,32.125248046875,90.30516236579399,87.5068046875,1.66203840361256,3.10066819190979,0.23895835900198964,0.6132985,0
0.363515288173086,0,54.97527734375,47.48626953125,92.68253454244646,115.18703125,1.9036254691547676,2.9729154109954834,0.10811848543655264,0.606257,0
0.28489183365799137,0,67.9696953125,40.7510390625,92.76192916903959,92.02246875,1.7959034769417348,2.8356937209712427,0.07116468862858215,0.8464114,0
0.3019496067669031,0,71.05990625,24.44507421875,93.59961055799768,80.16725,1.953420445328867,2.325113296508789,0.296757937613215,0.6862749,1
0.28777658834608677,0,75.351046875,46.3896328125,93.32371588729296,80.4733828125,1.7804001993657632,2.9094612042056482,0.03198860088119336,0.5560307,0
0.1799886130300993,0,141.5135625,48.5718671875,92.03403785971572,143.60075,1.15670555109847,2.9813625812530518,0.15812483742026007,0.6608431,0
0.301064196090099,0,50.73007421875,40.63291015625,89.47946685490315,85.48003125,1.9266543843175752,2.4995827674865723,0.16251917403666066,0.935609,0
0.41612649327800605,0,70.51790625,37.94257421875,91.89070872367883,103.713265625,1.6441753380928543,3.0276875495910645,0.03245063258731759,0.56084377,0
0.28489507396118835,0,52.98825390625,50.89233984375,90.12036025039468,84.668875,1.9025886228804676,2.814809560775757,0.09887546488953823,0.66456574,0
-0.13993917995907135,0,53.97980078125,38.6360078125,88.30216008135744,85.8539453125,1.735849897798232,2.8792240619659424,0.2496557717436696,0.6171764,1
0.0432740169186155,0,79.11409375,30.0707890625,92.22058190549163,86.946,1.9672662327422656,3.126509666442871,0.02724224275956246,0.796319,0
0.1741146762455278,0,78.523125,30.261017578125,95.24072862549359,84.475921875,1.7456296421419577,3.1263544003116053,0.01738843132028732,0.6327252,0
-0.28886048086992827,0,91.2925078125,25.920255859375,84.45323732352684,97.2301796875,1.7104294456329965,3.1239237785339355,0.07071757956936627,0.8295187,0
0.16700523468261635,0,61.7199609375,44.3064765625,97.36976871386818,103.2175703125,1.8040177974229914,2.980696678161621,0.1479326008100489,0.9735079,0
0.2671728034715823,0,64.087265625,50.14942578125,93.26741315999556,102.376828125,1.576856102260992,3.024538818989889,0.04054949665044237,0.5997209,0
0.25544693978858585,0,77.8429453125,59.19019921875,87.17338073540304,94.28078125,1.3945057123879339,2.996007565652029,0.13825531950772255,0.57710844,1
0.16172354688388457,0,65.8416328125,37.4213203125,93.99285744200601,119.152,1.9737021866072573,2.4720856587039393,0.024717413362315876,0.52160114,0
0.28815067021039464,0,66.914015625,60.8391015625,89.85854406353091,81.1205703125,1.5595918692538062,2.8384461402893066,0.20148223725984377,0.51883453,0
0.16037467377850215,0,57.37415625,43.04413671875,88.90081306789834,86.011421875,1.73033479661784,3.0446929931640625,0.009999096140574953,0.8565314,0
0.28503707910520687,0,76.762546875,42.3232109375,89.39175274342327,84.4643046875,1.8026522080996756,3.011902332305908,0.07348729970819338,0.7092729,0
0.30183587257322525,0,59.5435,49.977609375,91.72405378634289,129.303734375,1.965808016360609,2.970364809036255,0.22051385302403959,0.679534,0
0.08154562006979317,0,73.7959140625,52.69550390625,91.4882911207758,111.739671875,1.5698477081365838,2.9885032176971436,0.28508114662066053,0.6219142,1
0.3016465889959439,0,130.7362734375,71.3402578125,92.52895311531526,136.154296875,0.9613411613795487,3.138625144958496,0.08991087049864886,0.5601705,0
0.28274759402216043,0,58.2836953125,53.38602734375,88.64564063847969,83.9997109375,1.503850076418452,3.139864683151245,0.03616515627513688,0.6113268,1
0.30983389167432374,0,70.1928828125,48.76953515625,94.07643240760133,153.859796875,1.6436185079827323,2.976004123687744,0.20254851179103064,0.9790346,0
0.2835514764778714,0,69.06646875,55.90873828125,90.70917570426928,93.290578125,1.5947299598900089,2.794213056564331,0.04276341136583953,0.57561094,0
0.41767526243206915,0,59.73512890625,52.8488203125,97.07915629609741,96.5338203125,1.8046657956165986,2.674938201904297,0.15860431477856843,0.85743856,0
-0.14372159794355013,0,61.575046875,54.564890625,95.08815309837402,80.3585703125,1.9087491193857482,2.607405662536621,0.291299679732415,0.5190703,0
0.17753782551686012,0,94.121578125,46.04087109375,91.66150433482608,177.79275,1.2999641257838943,3.0222384929656982,0.04677480444132891,0.56858325,1
0.21657627060373527,0,70.71784375,45.91644921875,94.0885022327566,82.7824609375,1.7685669759441829,2.0105972290039062,0.026706307815595874,0.7097609,0
0.08138271022079514,0,70.6999921875,36.9270859375,83.37045323233507,82.9290625,1.8953842211650553,2.5974273681640625,0.201872544871009,0.7705223,0
0.2770360126685151,0,68.1277109375,35.7415390625,86.72418092076484,90.167265625,1.97928385737644,2.92942476272583,0.020393258914400338,0.70406896,0
